NBAtlas_label	ensembl_gene_id	gene_symbol	p_val_adj	avg_log2FC	direction	source
Neuroendocrine	ENSG00000101489	CELF4	0	1.60629472899994	up	NBAtlas
Neuroendocrine	ENSG00000138696	BMPR1B	0	2.1408141404837	up	NBAtlas
Neuroendocrine	ENSG00000066032	CTNNA2	0	2.36204805513748	up	NBAtlas
Neuroendocrine	ENSG00000186487	MYT1L	0	1.75727216135268	up	NBAtlas
Neuroendocrine	ENSG00000104112	SCG3	0	1.38891442743074	up	NBAtlas
Neuroendocrine	ENSG00000174521	TTC9B	0	1.59707820697508	up	NBAtlas
Neuroendocrine	ENSG00000186472	PCLO	0	1.75229886411025	up	NBAtlas
Neuroendocrine	ENSG00000164107	HAND2	0	2.03018976152324	up	NBAtlas
Neuroendocrine	ENSG00000168280	KIF5C	0	1.9578895125588	up	NBAtlas
Neuroendocrine	ENSG00000171951	SCG2	0	1.89189616726012	up	NBAtlas
Neuroendocrine	ENSG00000185760	KCNQ5	0	2.75533028252567	up	NBAtlas
Neuroendocrine	ENSG00000015592	STMN4	0	2.23317898480834	up	NBAtlas
Neuroendocrine	ENSG00000136842	TMOD1	0	1.93012043347367	up	NBAtlas
Neuroendocrine	ENSG00000237125	HAND2-AS1	0	2.14111150273312	up	NBAtlas
Neuroendocrine	ENSG00000149294	NCAM1	0	2.07764209318013	up	NBAtlas
Neuroendocrine	ENSG00000176887	SOX11	0	1.89882895450257	up	NBAtlas
Neuroendocrine	ENSG00000133169	BEX1	0	2.26546340682599	up	NBAtlas
Neuroendocrine	ENSG00000072832	CRMP1	0	1.71754188961784	up	NBAtlas
Neuroendocrine	ENSG00000077279	DCX	0	1.34413278255956	up	NBAtlas
Neuroendocrine	ENSG00000166922	SCG5	0	1.64711124790266	up	NBAtlas
Neuroendocrine	ENSG00000165521	EML5	0	1.74448073209181	up	NBAtlas
Neuroendocrine	ENSG00000177679	SRRM3	0	1.48029123421509	up	NBAtlas
Neuroendocrine	ENSG00000145362	ANK2	0	1.96327912564955	up	NBAtlas
Neuroendocrine	ENSG00000100604	CHGA	0	1.74915499092876	up	NBAtlas
Neuroendocrine	ENSG00000078018	MAP2	0	1.70228803312657	up	NBAtlas
Neuroendocrine	ENSG00000144834	TAGLN3	0	1.36694337537119	up	NBAtlas
Neuroendocrine	ENSG00000139970	RTN1	0	2.52186769470277	up	NBAtlas
Neuroendocrine	ENSG00000129682	FGF13	0	1.8163814466369	up	NBAtlas
Neuroendocrine	ENSG00000172020	GAP43	0	2.17313950699421	up	NBAtlas
Neuroendocrine	ENSG00000154277	UCHL1	0	2.58133145978654	up	NBAtlas
Neuroendocrine	ENSG00000135525	MAP7	0	1.57498442277959	up	NBAtlas
Neuroendocrine	ENSG00000204442	FAM155A	0	2.33814265329004	up	NBAtlas
Neuroendocrine	ENSG00000135298	ADGRB3	0	2.15607974974562	up	NBAtlas
Neuroendocrine	ENSG00000215612	HMX1	0	1.22183684165661	up	NBAtlas
Neuroendocrine	ENSG00000120251	GRIA2	0	1.21840054878958	up	NBAtlas
Neuroendocrine	ENSG00000008196	TFAP2B	0	1.2695935975838	up	NBAtlas
Neuroendocrine	ENSG00000149926	TLCD3B	0	1.27953426876453	up	NBAtlas
Neuroendocrine	ENSG00000169432	SCN9A	0	1.54044633308529	up	NBAtlas
Neuroendocrine	ENSG00000114631	PODXL2	0	1.42582055319841	up	NBAtlas
Neuroendocrine	ENSG00000079785	DDX1	0	3.42390609618542	up	NBAtlas
Neuroendocrine	ENSG00000018236	CNTN1	0	1.66357625969514	up	NBAtlas
Neuroendocrine	ENSG00000166582	CENPV	0	1.70332229300749	up	NBAtlas
Neuroendocrine	ENSG00000132639	SNAP25	0	1.33012677021851	up	NBAtlas
Neuroendocrine	ENSG00000105290	APLP1	0	1.18779368405261	up	NBAtlas
Neuroendocrine	ENSG00000124194	GDAP1L1	0	1.23461221115978	up	NBAtlas
Neuroendocrine	ENSG00000107105	ELAVL2	0	1.51255536804938	up	NBAtlas
Neuroendocrine	ENSG00000137285	TUBB2B	0	3.25371611602862	up	NBAtlas
Neuroendocrine	ENSG00000139116	KIF21A	0	1.76581063251662	up	NBAtlas
Neuroendocrine	ENSG00000148798	INA	0	1.12932031343	up	NBAtlas
Neuroendocrine	ENSG00000203930	LINC00632	0	1.26790721512964	up	NBAtlas
Neuroendocrine	ENSG00000058404	CAMK2B	0	1.08659108891173	up	NBAtlas
Neuroendocrine	ENSG00000077264	PAK3	0	1.35539651585263	up	NBAtlas
Neuroendocrine	ENSG00000272398	CD24	0	2.13424386103488	up	NBAtlas
Neuroendocrine	ENSG00000122756	CNTFR	0	1.01417504572749	up	NBAtlas
Neuroendocrine	ENSG00000130294	KIF1A	0	1.15776881600101	up	NBAtlas
Neuroendocrine	ENSG00000168243	GNG4	0	1.24955604172524	up	NBAtlas
Neuroendocrine	ENSG00000214548	MEG3	0	3.28232777061031	up	NBAtlas
Neuroendocrine	ENSG00000182985	CADM1	0	2.02247155453367	up	NBAtlas
Neuroendocrine	ENSG00000170231	FABP6	0	1.08467405433348	up	NBAtlas
Neuroendocrine	ENSG00000135406	PRPH	0	2.19332497860422	up	NBAtlas
Neuroendocrine	ENSG00000245870	LINC00682	0	1.97425191296657	up	NBAtlas
Neuroendocrine	ENSG00000105696	TMEM59L	0	1.08939146511131	up	NBAtlas
Neuroendocrine	ENSG00000104432	IL7	0	1.54339600524513	up	NBAtlas
Neuroendocrine	ENSG00000168824	NSG1	0	1.58297515463547	up	NBAtlas
Neuroendocrine	ENSG00000089199	CHGB	0	2.06982103905807	up	NBAtlas
Neuroendocrine	ENSG00000180660	MAB21L1	0	1.11206732873183	up	NBAtlas
Neuroendocrine	ENSG00000189221	MAOA	0	1.51728993878135	up	NBAtlas
Neuroendocrine	ENSG00000158164	TMSB15A	0	1.57489631518857	up	NBAtlas
Neuroendocrine	ENSG00000176406	RIMS2	0	1.58739047755171	up	NBAtlas
Neuroendocrine	ENSG00000104435	STMN2	0	3.44778382600399	up	NBAtlas
Neuroendocrine	ENSG00000218336	TENM3	0	1.856045228409	up	NBAtlas
Neuroendocrine	ENSG00000003147	ICA1	0	1.77259402297192	up	NBAtlas
Neuroendocrine	ENSG00000170091	NSG2	0	1.20859769682013	up	NBAtlas
Neuroendocrine	ENSG00000131711	MAP1B	0	2.54258654384961	up	NBAtlas
Neuroendocrine	ENSG00000174938	SEZ6L2	0	1.16745863232362	up	NBAtlas
Neuroendocrine	ENSG00000139910	NOVA1	0	1.14446664222461	up	NBAtlas
Neuroendocrine	ENSG00000166257	SCN3B	0	1.03117186106911	up	NBAtlas
Neuroendocrine	ENSG00000170419	VSTM2A	0	1.13900668333869	up	NBAtlas
Neuroendocrine	ENSG00000169750	RAC3	0	1.39945936153995	up	NBAtlas
Neuroendocrine	ENSG00000087258	GNAO1	0	1.08436387130253	up	NBAtlas
Neuroendocrine	ENSG00000133878	DUSP26	0	0.966984859133578	up	NBAtlas
Neuroendocrine	ENSG00000180176	TH	0	1.6357076466188	up	NBAtlas
Neuroendocrine	ENSG00000182916	TCEAL7	0	1.27228756172753	up	NBAtlas
Neuroendocrine	ENSG00000132329	RAMP1	0	1.81587541338587	up	NBAtlas
Neuroendocrine	ENSG00000166165	CKB	0	2.0388229593875	up	NBAtlas
Neuroendocrine	ENSG00000135472	FAIM2	0	1.01645446953036	up	NBAtlas
Neuroendocrine	ENSG00000172915	NBEA	0	1.43649488183212	up	NBAtlas
Neuroendocrine	ENSG00000176788	BASP1	0	2.41798036427971	up	NBAtlas
Neuroendocrine	ENSG00000123454	DBH	0	1.98402856138452	up	NBAtlas
Neuroendocrine	ENSG00000213190	MLLT11	0	2.48169442974964	up	NBAtlas
Neuroendocrine	ENSG00000170558	CDH2	0	1.20387981159972	up	NBAtlas
Neuroendocrine	ENSG00000153956	CACNA2D1	0	1.63085387479379	up	NBAtlas
Neuroendocrine	ENSG00000053438	NNAT	0	1.76659921319655	up	NBAtlas
Neuroendocrine	ENSG00000171914	TLN2	0	1.25795350184963	up	NBAtlas
Neuroendocrine	ENSG00000242265	PEG10	0	1.17028322110715	up	NBAtlas
Neuroendocrine	ENSG00000187391	MAGI2	0	1.75957813977643	up	NBAtlas
Neuroendocrine	ENSG00000214140	PRCD	0	1.22129460997036	up	NBAtlas
Neuroendocrine	ENSG00000179348	GATA2	0	1.26638167747994	up	NBAtlas
Neuroendocrine	ENSG00000152377	SPOCK1	0	1.19233382696606	up	NBAtlas
Neuroendocrine	ENSG00000141622	RNF165	0	1.0202926102494	up	NBAtlas
Neuroendocrine	ENSG00000110092	CCND1	0	2.46642253555117	up	NBAtlas
Neuroendocrine	ENSG00000133083	DCLK1	0	1.27888181605415	up	NBAtlas
Neuroendocrine	ENSG00000158321	AUTS2	0	2.65590863322892	up	NBAtlas
Neuroendocrine	ENSG00000162188	GNG3	0	1.46438548320952	up	NBAtlas
Neuroendocrine	ENSG00000227051	C14orf132	0	1.04048217833623	up	NBAtlas
Neuroendocrine	ENSG00000213160	KLHL23	0	1.12789661791576	up	NBAtlas
Neuroendocrine	ENSG00000134986	NREP	0	1.9602059708355	up	NBAtlas
Neuroendocrine	ENSG00000170017	ALCAM	0	1.67668942425855	up	NBAtlas
Neuroendocrine	ENSG00000140836	ZFHX3	0	1.98392367585972	up	NBAtlas
Neuroendocrine	ENSG00000100320	RBFOX2	0	1.49586994908347	up	NBAtlas
Neuroendocrine	ENSG00000108309	RUNDC3A	0	0.977978480306583	up	NBAtlas
Neuroendocrine	ENSG00000122585	NPY	0	2.87824690366014	up	NBAtlas
Neuroendocrine	ENSG00000111674	ENO2	0	1.29133309644524	up	NBAtlas
Neuroendocrine	ENSG00000168268	NT5DC2	0	1.34942595459178	up	NBAtlas
Neuroendocrine	ENSG00000164684	ZNF704	0	1.28769143209686	up	NBAtlas
Neuroendocrine	ENSG00000110492	MDK	0	2.24886296604035	up	NBAtlas
Neuroendocrine	ENSG00000155093	PTPRN2	0	1.51438803879576	up	NBAtlas
Neuroendocrine	ENSG00000154556	SORBS2	0	1.54855745953861	up	NBAtlas
Neuroendocrine	ENSG00000113657	DPYSL3	0	1.12863310247035	up	NBAtlas
Neuroendocrine	ENSG00000172247	C1QTNF4	0	1.02192341926937	up	NBAtlas
Neuroendocrine	ENSG00000104177	MYEF2	0	1.03680125846532	up	NBAtlas
Neuroendocrine	ENSG00000107485	GATA3	0	1.8168333664061	up	NBAtlas
Neuroendocrine	ENSG00000104723	TUSC3	0	1.13015936218794	up	NBAtlas
Neuroendocrine	ENSG00000154380	ENAH	0	1.2747347777351	up	NBAtlas
Neuroendocrine	ENSG00000137267	TUBB2A	0	1.86425528014359	up	NBAtlas
Neuroendocrine	ENSG00000137343	ATAT1	0	1.02193221123044	up	NBAtlas
Neuroendocrine	ENSG00000070087	PFN2	0	1.08228002719293	up	NBAtlas
Neuroendocrine	ENSG00000164741	DLC1	0	1.9975983952357	up	NBAtlas
Neuroendocrine	ENSG00000099284	MACROH2A2	0	0.994904644233022	up	NBAtlas
Neuroendocrine	ENSG00000144642	RBMS3	0	1.53157687003843	up	NBAtlas
Neuroendocrine	ENSG00000173114	LRRN3	0	1.13493146751177	up	NBAtlas
Neuroendocrine	ENSG00000134138	MEIS2	0	1.28507849746607	up	NBAtlas
Neuroendocrine	ENSG00000141698	NT5C3B	0	1.31155799294627	up	NBAtlas
Neuroendocrine	ENSG00000179915	NRXN1	0	0.906743106654664	up	NBAtlas
Neuroendocrine	ENSG00000113758	DBN1	0	1.08394685524354	up	NBAtlas
Neuroendocrine	ENSG00000079102	RUNX1T1	0	1.15477557105028	up	NBAtlas
Neuroendocrine	ENSG00000171033	PKIA	0	1.03269496598748	up	NBAtlas
Neuroendocrine	ENSG00000189060	H1-0	0	1.3787548906819	up	NBAtlas
Neuroendocrine	ENSG00000225783	MIAT	0	1.21404729401177	up	NBAtlas
Neuroendocrine	ENSG00000151150	ANK3	0	1.19335877017608	up	NBAtlas
Neuroendocrine	ENSG00000196782	MAML3	0	1.47532104327365	up	NBAtlas
Neuroendocrine	ENSG00000090097	PCBP4	0	1.05982712673813	up	NBAtlas
Neuroendocrine	ENSG00000137942	FNBP1L	0	1.04947883427214	up	NBAtlas
Neuroendocrine	ENSG00000164330	EBF1	0	1.61084773751763	up	NBAtlas
Neuroendocrine	ENSG00000124766	SOX4	0	2.22434895237117	up	NBAtlas
Neuroendocrine	ENSG00000132718	SYT11	0	1.09387943508126	up	NBAtlas
Neuroendocrine	ENSG00000133134	BEX2	0	1.34053559054285	up	NBAtlas
Neuroendocrine	ENSG00000114115	RBP1	0	1.62649966093731	up	NBAtlas
Neuroendocrine	ENSG00000167552	TUBA1A	0	2.89420302285301	up	NBAtlas
Neuroendocrine	ENSG00000075618	FSCN1	0	1.27457953348197	up	NBAtlas
Neuroendocrine	ENSG00000106415	GLCCI1	0	1.35353947784	up	NBAtlas
Neuroendocrine	ENSG00000079462	PAFAH1B3	0	1.55182048831303	up	NBAtlas
Neuroendocrine	ENSG00000170899	GSTA4	0	0.876065002683569	up	NBAtlas
Neuroendocrine	ENSG00000137726	FXYD6	0	1.13934755789951	up	NBAtlas
Neuroendocrine	ENSG00000198420	TCAF1	0	0.999787860535628	up	NBAtlas
Neuroendocrine	ENSG00000159335	PTMS	0	1.93125508141402	up	NBAtlas
Neuroendocrine	ENSG00000166503	HDGFL3	0	0.993761778233744	up	NBAtlas
Neuroendocrine	ENSG00000092964	DPYSL2	0	1.33991454605422	up	NBAtlas
Neuroendocrine	ENSG00000196465	MYL6B	0	1.33604004771342	up	NBAtlas
Neuroendocrine	ENSG00000175130	MARCKSL1	0	2.04247522702618	up	NBAtlas
Neuroendocrine	ENSG00000108468	CBX1	0	1.29385992584964	up	NBAtlas
Neuroendocrine	ENSG00000182463	TSHZ2	0	1.173432426205	up	NBAtlas
Neuroendocrine	ENSG00000117632	STMN1	0	2.32012046046027	up	NBAtlas
Neuroendocrine	ENSG00000166681	BEX3	0	1.64913568764696	up	NBAtlas
Neuroendocrine	ENSG00000196591	HDAC2	0	1.35744152258258	up	NBAtlas
Neuroendocrine	ENSG00000163539	CLASP2	0	1.24638539000142	up	NBAtlas
Neuroendocrine	ENSG00000239672	NME1	0	1.64098939265737	up	NBAtlas
Neuroendocrine	ENSG00000151914	DST	0	1.22436143765295	up	NBAtlas
Neuroendocrine	ENSG00000151552	QDPR	0	1.07010548421114	up	NBAtlas
Neuroendocrine	ENSG00000185630	PBX1	0	0.959645608164332	up	NBAtlas
Neuroendocrine	ENSG00000054523	KIF1B	0	1.1435381963116	up	NBAtlas
Neuroendocrine	ENSG00000109472	CPE	0	0.85997460222977	up	NBAtlas
Neuroendocrine	ENSG00000104960	PTOV1	0	1.07257173851855	up	NBAtlas
Neuroendocrine	ENSG00000105810	CDK6	0	1.34884515013154	up	NBAtlas
Neuroendocrine	ENSG00000143153	ATP1B1	0	1.13927360975655	up	NBAtlas
Neuroendocrine	ENSG00000125821	DTD1	0	0.970055135665132	up	NBAtlas
Neuroendocrine	ENSG00000277443	MARCKS	0	1.55424668593683	up	NBAtlas
Neuroendocrine	ENSG00000107281	NPDC1	0	0.957142797375408	up	NBAtlas
Neuroendocrine	ENSG00000131016	AKAP12	0	0.845931140713009	up	NBAtlas
Neuroendocrine	ENSG00000018189	RUFY3	0	0.922465252695111	up	NBAtlas
Neuroendocrine	ENSG00000074696	HACD3	0	1.01972410094683	up	NBAtlas
Neuroendocrine	ENSG00000096092	TMEM14A	0	0.994768210505903	up	NBAtlas
Neuroendocrine	ENSG00000108828	VAT1	0	0.944694488679719	up	NBAtlas
Neuroendocrine	ENSG00000133318	RTN3	0	1.24327597690709	up	NBAtlas
Neuroendocrine	ENSG00000134313	KIDINS220	0	1.02080314119673	up	NBAtlas
Neuroendocrine	ENSG00000203879	GDI1	0	1.00180178678515	up	NBAtlas
Neuroendocrine	ENSG00000196230	TUBB	0	2.01145186006109	up	NBAtlas
Neuroendocrine	ENSG00000173457	PPP1R14B	0	1.27356213015214	up	NBAtlas
Neuroendocrine	ENSG00000213923	CSNK1E	0	0.871787761109369	up	NBAtlas
Neuroendocrine	ENSG00000077380	DYNC1I2	0	1.02698126331193	up	NBAtlas
Neuroendocrine	ENSG00000182670	TTC3	0	1.43530836678537	up	NBAtlas
Neuroendocrine	ENSG00000175203	DCTN2	0	1.10341482897656	up	NBAtlas
Neuroendocrine	ENSG00000243449	C4orf48	0	1.2800622660786	up	NBAtlas
Neuroendocrine	ENSG00000108953	YWHAE	0	1.50558775012889	up	NBAtlas
Neuroendocrine	ENSG00000196628	TCF4	0	1.1145684671133	up	NBAtlas
Neuroendocrine	ENSG00000087460	GNAS	0	2.17883122211343	up	NBAtlas
Neuroendocrine	ENSG00000106443	PHF14	0	1.18614208551977	up	NBAtlas
Neuroendocrine	ENSG00000197457	STMN3	0	0.848088202843654	up	NBAtlas
Neuroendocrine	ENSG00000189159	JPT1	0	1.73932417969357	up	NBAtlas
Neuroendocrine	ENSG00000170035	UBE2E3	0	1.06176663607841	up	NBAtlas
Neuroendocrine	ENSG00000115355	CCDC88A	0	0.979006722686286	up	NBAtlas
Neuroendocrine	ENSG00000124422	USP22	0	0.901638465015367	up	NBAtlas
Neuroendocrine	ENSG00000131116	ZNF428	0	1.33122037798163	up	NBAtlas
Neuroendocrine	ENSG00000100804	PSMB5	0	1.12919697939438	up	NBAtlas
Neuroendocrine	ENSG00000128245	YWHAH	0	1.14952176023754	up	NBAtlas
Neuroendocrine	ENSG00000170027	YWHAG	0	1.01055241713836	up	NBAtlas
Neuroendocrine	ENSG00000140391	TSPAN3	0	0.831179498797792	up	NBAtlas
Neuroendocrine	ENSG00000129197	RPAIN	0	1.07066170928395	up	NBAtlas
Neuroendocrine	ENSG00000184897	H1-10	0	1.22671219442846	up	NBAtlas
Neuroendocrine	ENSG00000108848	LUC7L3	0	1.46783104348343	up	NBAtlas
Neuroendocrine	ENSG00000167815	PRDX2	0	1.50867468247359	up	NBAtlas
Neuroendocrine	ENSG00000117906	RCN2	0	1.02108308147213	up	NBAtlas
Neuroendocrine	ENSG00000171735	CAMTA1	0	1.21711163268389	up	NBAtlas
Neuroendocrine	ENSG00000263001	GTF2I	0	1.14601609233136	up	NBAtlas
Neuroendocrine	ENSG00000130638	ATXN10	0	0.939056715758963	up	NBAtlas
Neuroendocrine	ENSG00000118689	FOXO3	0	0.8722068602383	up	NBAtlas
Neuroendocrine	ENSG00000214087	ARL16	0	0.798057485993973	up	NBAtlas
Neuroendocrine	ENSG00000166226	CCT2	0	1.05257840329221	up	NBAtlas
Neuroendocrine	ENSG00000136485	DCAF7	0	0.881455092879294	up	NBAtlas
Neuroendocrine	ENSG00000183978	COA3	0	0.832023728241122	up	NBAtlas
Neuroendocrine	ENSG00000102409	BEX4	0	0.931784948845204	up	NBAtlas
Neuroendocrine	ENSG00000230989	HSBP1	0	1.10319593548632	up	NBAtlas
Neuroendocrine	ENSG00000071054	MAP4K4	0	0.853375624061732	up	NBAtlas
Neuroendocrine	ENSG00000171634	BPTF	0	1.01563924113994	up	NBAtlas
Neuroendocrine	ENSG00000163468	CCT3	0	1.14587433401583	up	NBAtlas
Neuroendocrine	ENSG00000138430	OLA1	0	0.864760951108326	up	NBAtlas
Neuroendocrine	ENSG00000134308	YWHAQ	0	1.23851256426225	up	NBAtlas
Neuroendocrine	ENSG00000225663	MCRIP1	0	0.967332331523644	up	NBAtlas
Neuroendocrine	ENSG00000121774	KHDRBS1	0	0.912537347555642	up	NBAtlas
Neuroendocrine	ENSG00000102172	SMS	0	0.838654870544826	up	NBAtlas
Neuroendocrine	ENSG00000105223	PLD3	0	0.771393808446679	up	NBAtlas
Neuroendocrine	ENSG00000213722	DDAH2	0	0.785875874183077	up	NBAtlas
Neuroendocrine	ENSG00000115310	RTN4	0	0.922913146955922	up	NBAtlas
Neuroendocrine	ENSG00000127914	AKAP9	0	0.809503719603192	up	NBAtlas
Neuroendocrine	ENSG00000102804	TSC22D1	0	0.533820073718454	up	NBAtlas
Neuroendocrine	ENSG00000164687	FABP5	0	0.59326257985575	up	NBAtlas
Neuroendocrine	ENSG00000117091	CD48	0	-1.69878382380283	down	NBAtlas
Neuroendocrine	ENSG00000133321	PLAAT4	0	-1.59400127673982	down	NBAtlas
Neuroendocrine	ENSG00000198851	CD3E	0	-1.79902501140558	down	NBAtlas
Neuroendocrine	ENSG00000143119	CD53	0	-1.42402135642128	down	NBAtlas
Neuroendocrine	ENSG00000115165	CYTIP	0	-1.78448937206541	down	NBAtlas
Neuroendocrine	ENSG00000116824	CD2	0	-1.81734190722559	down	NBAtlas
Neuroendocrine	ENSG00000110852	CLEC2B	0	-1.7387154396802	down	NBAtlas
Neuroendocrine	ENSG00000023445	BIRC3	0	-1.91574561640064	down	NBAtlas
Neuroendocrine	ENSG00000168421	RHOH	0	-1.65806196777729	down	NBAtlas
Neuroendocrine	ENSG00000104894	CD37	0	-2.35798362152526	down	NBAtlas
Neuroendocrine	ENSG00000160255	ITGB2	0	-1.53145981522749	down	NBAtlas
Neuroendocrine	ENSG00000277734	TRAC	0	-2.28156797180335	down	NBAtlas
Neuroendocrine	ENSG00000213654	GPSM3	0	-1.81812158807307	down	NBAtlas
Neuroendocrine	ENSG00000081237	PTPRC	0	-2.66941841126626	down	NBAtlas
Neuroendocrine	ENSG00000130755	GMFG	0	-1.98662035274849	down	NBAtlas
Neuroendocrine	ENSG00000082074	FYB1	0	-1.78697060050172	down	NBAtlas
Neuroendocrine	ENSG00000072818	ACAP1	0	-1.55049073364811	down	NBAtlas
Neuroendocrine	ENSG00000240065	PSMB9	0	-1.56249990072547	down	NBAtlas
Neuroendocrine	ENSG00000128340	RAC2	0	-1.67932829402382	down	NBAtlas
Neuroendocrine	ENSG00000110848	CD69	0	-2.60036294961124	down	NBAtlas
Neuroendocrine	ENSG00000173762	CD7	0	-2.15265081365921	down	NBAtlas
Neuroendocrine	ENSG00000135046	ANXA1	0	-2.46578018674156	down	NBAtlas
Neuroendocrine	ENSG00000118640	VAMP8	0	-1.60537572416399	down	NBAtlas
Neuroendocrine	ENSG00000167286	CD3D	0	-2.41118454359374	down	NBAtlas
Neuroendocrine	ENSG00000126264	HCST	0	-2.42267562483256	down	NBAtlas
Neuroendocrine	ENSG00000118503	TNFAIP3	0	-2.37845058416657	down	NBAtlas
Neuroendocrine	ENSG00000172183	ISG20	0	-1.8968093807242	down	NBAtlas
Neuroendocrine	ENSG00000162511	LAPTM5	0	-2.46812997391363	down	NBAtlas
Neuroendocrine	ENSG00000185650	ZFP36L1	0	-2.11637123273445	down	NBAtlas
Neuroendocrine	ENSG00000142227	EMP3	0	-1.81624583067879	down	NBAtlas
Neuroendocrine	ENSG00000211772	TRBC2	0	-2.4359703753496	down	NBAtlas
Neuroendocrine	ENSG00000136732	GYPC	0	-1.7678897840473	down	NBAtlas
Neuroendocrine	ENSG00000185201	IFITM2	0	-2.3723751940244	down	NBAtlas
Neuroendocrine	ENSG00000153234	NR4A2	0	-2.21288712944025	down	NBAtlas
Neuroendocrine	ENSG00000111348	ARHGDIB	0	-2.83748279479587	down	NBAtlas
Neuroendocrine	ENSG00000102760	RGCC	0	-2.29681038418	down	NBAtlas
Neuroendocrine	ENSG00000008517	IL32	0	-2.99882270047496	down	NBAtlas
Neuroendocrine	ENSG00000090104	RGS1	0	-2.80981961769207	down	NBAtlas
Neuroendocrine	ENSG00000204592	HLA-E	0	-3.21727071028347	down	NBAtlas
Neuroendocrine	ENSG00000128016	ZFP36	0	-3.08193595657084	down	NBAtlas
Neuroendocrine	ENSG00000120690	ELF1	0	-1.72555640922914	down	NBAtlas
Neuroendocrine	ENSG00000089327	FXYD5	0	-2.08519192961285	down	NBAtlas
Neuroendocrine	ENSG00000081320	STK17B	0	-1.71752129501659	down	NBAtlas
Neuroendocrine	ENSG00000099860	GADD45B	0	-2.26952028248348	down	NBAtlas
Neuroendocrine	ENSG00000122862	SRGN	0	-3.45838611414515	down	NBAtlas
Neuroendocrine	ENSG00000169442	CD52	0	-3.5942561895419	down	NBAtlas
Neuroendocrine	ENSG00000059804	SLC2A3	0	-1.78577371210493	down	NBAtlas
Neuroendocrine	ENSG00000163191	S100A11	0	-2.68898354451107	down	NBAtlas
Neuroendocrine	ENSG00000231389	HLA-DPA1	0	-2.71343023699725	down	NBAtlas
Neuroendocrine	ENSG00000227507	LTB	0	-3.37720699165649	down	NBAtlas
Neuroendocrine	ENSG00000158050	DUSP2	0	-2.67822071283311	down	NBAtlas
Neuroendocrine	ENSG00000271503	CCL5	0	-3.56312243779191	down	NBAtlas
Neuroendocrine	ENSG00000125148	MT2A	0	-2.94166917230152	down	NBAtlas
Neuroendocrine	ENSG00000002586	CD99	0	-1.75948823128727	down	NBAtlas
Neuroendocrine	ENSG00000223865	HLA-DPB1	0	-2.85512935685122	down	NBAtlas
Neuroendocrine	ENSG00000196154	S100A4	0	-3.25503432284734	down	NBAtlas
Neuroendocrine	ENSG00000197747	S100A10	0	-2.16369178830185	down	NBAtlas
Neuroendocrine	ENSG00000196126	HLA-DRB1	0	-2.93374321220616	down	NBAtlas
Neuroendocrine	ENSG00000130429	ARPC1B	0	-1.61356697690553	down	NBAtlas
Neuroendocrine	ENSG00000234745	HLA-B	0	-4.09322246663044	down	NBAtlas
Neuroendocrine	ENSG00000102879	CORO1A	0	-2.11268448849686	down	NBAtlas
Neuroendocrine	ENSG00000187608	ISG15	0	-2.12593564863875	down	NBAtlas
Neuroendocrine	ENSG00000019582	CD74	0	-4.07703710826991	down	NBAtlas
Neuroendocrine	ENSG00000103187	COTL1	0	-1.72101479537496	down	NBAtlas
Neuroendocrine	ENSG00000204287	HLA-DRA	0	-3.43896278674419	down	NBAtlas
Neuroendocrine	ENSG00000204525	HLA-C	0	-3.65040016832796	down	NBAtlas
Neuroendocrine	ENSG00000121966	CXCR4	0	-3.01181454905582	down	NBAtlas
Neuroendocrine	ENSG00000095794	CREM	0	-2.19228090896495	down	NBAtlas
Neuroendocrine	ENSG00000051523	CYBA	0	-2.53257581462916	down	NBAtlas
Neuroendocrine	ENSG00000100097	LGALS1	0	-2.71278173760731	down	NBAtlas
Neuroendocrine	ENSG00000026025	VIM	0	-2.92918273119124	down	NBAtlas
Neuroendocrine	ENSG00000101608	MYL12A	0	-2.23441487920658	down	NBAtlas
Neuroendocrine	ENSG00000206503	HLA-A	0	-3.50443153150785	down	NBAtlas
Neuroendocrine	ENSG00000130066	SAT1	0	-3.32468069335401	down	NBAtlas
Neuroendocrine	ENSG00000100906	NFKBIA	0	-2.64432239245211	down	NBAtlas
Neuroendocrine	ENSG00000157514	TSC22D3	0	-2.39998400872715	down	NBAtlas
Neuroendocrine	ENSG00000142669	SH3BGRL3	0	-2.50340459003273	down	NBAtlas
Neuroendocrine	ENSG00000152518	ZFP36L2	0	-2.73675164686455	down	NBAtlas
Neuroendocrine	ENSG00000171223	JUNB	0	-3.01255197788271	down	NBAtlas
Neuroendocrine	ENSG00000166710	B2M	0	-4.64137911480836	down	NBAtlas
NK cell	ENSG00000150045	KLRF1	0	2.50262765085369	up	NBAtlas
NK cell	ENSG00000134545	KLRC1	0	2.97796417532173	up	NBAtlas
NK cell	ENSG00000211829	TRDC	0	2.89060921770272	up	NBAtlas
NK cell	ENSG00000143185	XCL2	0	3.41562973506157	up	NBAtlas
NK cell	ENSG00000115523	GNLY	0	4.9806056670388	up	NBAtlas
NK cell	ENSG00000143184	XCL1	0	3.15877550545305	up	NBAtlas
NK cell	ENSG00000134539	KLRD1	0	3.19980349059122	up	NBAtlas
NK cell	ENSG00000105374	NKG7	0	4.11293797776846	up	NBAtlas
NK cell	ENSG00000100453	GZMB	0	3.27699986590822	up	NBAtlas
