consensus_ontology	consensus_annotation	ensembl_gene_id	gene_symbol	number_of_tissues	celltype_total_tissues	percent_tissues	gene_observed_count
CL:0005006	ionocyte	ENSG00000122644	ARL4A	1	5	20	1
CL:0005006	ionocyte	ENSG00000144746	ARL6IP5	1	5	20	1
CL:0005006	ionocyte	ENSG00000119787	ATL2	1	5	20	2
CL:0005006	ionocyte	ENSG00000068650	ATP11A	1	5	20	2
CL:0005006	ionocyte	ENSG00000163399	ATP1A1	1	5	20	1
CL:0005006	ionocyte	ENSG00000105929	ATP6V0A4	1	5	20	2
CL:0005006	ionocyte	ENSG00000117410	ATP6V0B	1	5	20	1
CL:0005006	ionocyte	ENSG00000185883	ATP6V0C	1	5	20	1
CL:0005006	ionocyte	NA	ATP6V0CP3	1	5	20	1
CL:0005006	ionocyte	ENSG00000147614	ATP6V0D2	1	5	20	1
CL:0005006	ionocyte	ENSG00000114573	ATP6V1A	1	5	20	1
CL:0005006	ionocyte	ENSG00000116039	ATP6V1B1	1	5	20	1
CL:0005006	ionocyte	ENSG00000143882	ATP6V1C2	1	5	20	2
CL:0005006	ionocyte	ENSG00000128524	ATP6V1F	1	5	20	1
CL:0005006	ionocyte	ENSG00000151418	ATP6V1G3	1	5	20	2
CL:0005006	ionocyte	ENSG00000165240	ATP7A	1	5	20	1
CL:0005006	ionocyte	ENSG00000103126	AXIN1	1	5	20	1
CL:0005006	ionocyte	ENSG00000171791	BCL2	1	5	20	1
CL:0005006	ionocyte	ENSG00000183337	BCOR	1	5	20	1
CL:0005006	ionocyte	ENSG00000186716	BCR	1	5	20	1
CL:0005006	ionocyte	ENSG00000103429	BFAR	1	5	20	1
CL:0005006	ionocyte	ENSG00000100290	BIK	1	5	20	1
CL:0005006	ionocyte	ENSG00000104081	BMF	1	5	20	1
CL:0005006	ionocyte	ENSG00000131050	BPIFA2	1	5	20	1
CL:0005006	ionocyte	ENSG00000156983	BRPF1	1	5	20	1
CL:0005006	ionocyte	ENSG00000162399	BSND	1	5	20	1
CL:0005006	ionocyte	ENSG00000175573	C11orf68	1	5	20	1
CL:0005006	ionocyte	ENSG00000197223	C1D	1	5	20	1
CL:0005006	ionocyte	ENSG00000273294	C1QTNF3-AMACR	1	5	20	1
CL:0005006	ionocyte	ENSG00000188959	C9orf152	1	5	20	1
CL:0005006	ionocyte	ENSG00000074410	CA12	1	5	20	2
CL:0005006	ionocyte	ENSG00000178363	CALML3	1	5	20	1
CL:0005006	ionocyte	ENSG00000058404	CAMK2B	1	5	20	1
CL:0005006	ionocyte	ENSG00000159231	CBR3	1	5	20	1
CL:0005006	ionocyte	ENSG00000159884	CCDC107	1	5	20	1
CL:0005006	ionocyte	ENSG00000205476	CCDC85C	1	5	20	1
CL:0005006	ionocyte	ENSG00000135083	CCNJL	1	5	20	1
CL:0005006	ionocyte	ENSG00000135535	CD164	1	5	20	2
CL:0005006	ionocyte	ENSG00000010278	CD9	1	5	20	5
CL:0005006	ionocyte	ENSG00000158825	CDA	1	5	20	1
CL:0005006	ionocyte	ENSG00000111276	CDKN1B	1	5	20	1
CL:0005006	ionocyte	ENSG00000048740	CELF2	1	5	20	1
CL:0005006	ionocyte	ENSG00000133393	CEP20	1	5	20	1
CL:0005006	ionocyte	ENSG00000128849	CGNL1	1	5	20	1
CL:0005006	ionocyte	ENSG00000182022	CHST15	1	5	20	1
CL:0005006	ionocyte	ENSG00000109572	CLCN3	1	5	20	1
CL:0005006	ionocyte	ENSG00000186510	CLCNKA	1	5	20	1
CL:0005006	ionocyte	ENSG00000184908	CLCNKB	1	5	20	1
CL:0005006	ionocyte	ENSG00000153132	CLGN	1	5	20	1
CL:0005006	ionocyte	ENSG00000293489	CMAHP	1	5	20	1
CL:0005006	ionocyte	ENSG00000117519	CNN3	1	5	20	1
CL:0005006	ionocyte	ENSG00000262246	CORO7	1	5	20	2
CL:0005006	ionocyte	ENSG00000135940	COX5B	1	5	20	1
CL:0005006	ionocyte	ENSG00000160471	COX6B2	1	5	20	1
CL:0005006	ionocyte	ENSG00000131174	COX7B	1	5	20	1
CL:0005006	ionocyte	ENSG00000114646	CSPG5	1	5	20	1
CL:0005006	ionocyte	ENSG00000001630	CYP51A1	1	5	20	1
CL:0005006	ionocyte	ENSG00000115866	DARS1	1	5	20	1
CL:0005006	ionocyte	ENSG00000213722	DDAH2	1	5	20	1
CL:0005006	ionocyte	ENSG00000100612	DHRS7	1	5	20	1
CL:0005006	ionocyte	ENSG00000173253	DMRT2	1	5	20	1
CL:0005006	ionocyte	ENSG00000147251	DOCK11	1	5	20	1
CL:0005006	ionocyte	ENSG00000128512	DOCK4	1	5	20	1
CL:0005006	ionocyte	ENSG00000130158	DOCK6	1	5	20	1
CL:0005006	ionocyte	ENSG00000139318	DUSP6	1	5	20	2
CL:0005006	ionocyte	ENSG00000115468	EFHD1	1	5	20	1
CL:0005006	ionocyte	ENSG00000172071	EIF2AK3	1	5	20	1
CL:0005006	ionocyte	ENSG00000135930	EIF4E2	1	5	20	1
CL:0005006	ionocyte	ENSG00000032389	EIPR1	1	5	20	1
CL:0005006	ionocyte	ENSG00000119888	EPCAM	1	5	20	7
CL:0005006	ionocyte	ENSG00000134954	ETS1	1	5	20	1
CL:0005006	ionocyte	ENSG00000197712	FAM114A1	1	5	20	1
CL:0005006	ionocyte	ENSG00000188938	FAM120AOS	1	5	20	1
CL:0005006	ionocyte	ENSG00000185442	FAM174B	1	5	20	1
CL:0005006	ionocyte	ENSG00000124098	FAM210B	1	5	20	1
CL:0005006	ionocyte	ENSG00000185112	FAM43A	1	5	20	1
CL:0005006	ionocyte	ENSG00000176973	FAM89B	1	5	20	1
CL:0005006	ionocyte	ENSG00000118246	FASTKD2	1	5	20	1
CL:0005006	ionocyte	ENSG00000156804	FBXO32	1	5	20	1
CL:0005006	ionocyte	ENSG00000114861	FOXP1	1	5	20	1
CL:0005006	ionocyte	ENSG00000075539	FRYL	1	5	20	1
CL:0005006	ionocyte	ENSG00000137731	FXYD2	1	5	20	4
CL:0005006	ionocyte	ENSG00000137726	FXYD6	1	5	20	1
CL:0005006	ionocyte	ENSG00000255245	FXYD6-FXYD2	1	5	20	1
CL:0005006	ionocyte	ENSG00000139112	GABARAPL1	1	5	20	1
CL:0005006	ionocyte	ENSG00000130222	GADD45G	1	5	20	2
CL:0005006	ionocyte	ENSG00000141441	GAREM1	1	5	20	1
CL:0005006	ionocyte	ENSG00000278175	GLIDR	1	5	20	1
CL:0005006	ionocyte	ENSG00000088256	GNA11	1	5	20	1
CL:0005006	ionocyte	ENSG00000135052	GOLM1	1	5	20	1
CL:0005006	ionocyte	ENSG00000152642	GPD1L	1	5	20	1
CL:0005006	ionocyte	ENSG00000173890	GPR160	1	5	20	1
CL:0005006	ionocyte	ENSG00000167191	GPRC5B	1	5	20	1
CL:0005006	ionocyte	ENSG00000164284	GRPEL2	1	5	20	1
CL:0005006	ionocyte	ENSG00000163754	GYG1	1	5	20	1
CL:0005006	ionocyte	ENSG00000189060	H1-0	1	5	20	1
CL:0005006	ionocyte	ENSG00000132475	H3-3B	1	5	20	1
CL:0005006	ionocyte	ENSG00000068024	HDAC4	1	5	20	1
CL:0005006	ionocyte	ENSG00000188175	HEPACAM2	1	5	20	1
CL:0005006	ionocyte	ENSG00000135245	HILPDA	1	5	20	1
CL:0005006	ionocyte	ENSG00000115756	HPCAL1	1	5	20	1
CL:0005006	ionocyte	ENSG00000117318	ID3	1	5	20	1
CL:0005006	ionocyte	ENSG00000172201	ID4	1	5	20	1
CL:0005006	ionocyte	ENSG00000017427	IGF1	1	5	20	1
CL:0005006	ionocyte	ENSG00000115461	IGFBP5	1	5	20	3
CL:0005006	ionocyte	ENSG00000141401	IMPA2	1	5	20	1
CL:0005006	ionocyte	ENSG00000128908	INO80	1	5	20	1
CL:0005006	ionocyte	ENSG00000165458	INPPL1	1	5	20	1
CL:0005006	ionocyte	ENSG00000145703	IQGAP2	1	5	20	1
CL:0005006	ionocyte	ENSG00000119669	IRF2BPL	1	5	20	1
CL:0005006	ionocyte	ENSG00000143772	ITPKB	1	5	20	1
CL:0005006	ionocyte	ENSG00000123104	ITPR2	1	5	20	1
CL:0005006	ionocyte	ENSG00000138434	ITPRID2	1	5	20	1
CL:0005006	ionocyte	ENSG00000077684	JADE1	1	5	20	1
CL:0005006	ionocyte	ENSG00000166086	JAM3	1	5	20	1
CL:0005006	ionocyte	ENSG00000143473	KCNH1	1	5	20	1
CL:0005006	ionocyte	ENSG00000156113	KCNMA1	1	5	20	2
CL:0005006	ionocyte	ENSG00000131773	KHDRBS3	1	5	20	2
CL:0005006	ionocyte	ENSG00000134313	KIDINS220	1	5	20	1
CL:0005006	ionocyte	ENSG00000126214	KLC1	1	5	20	1
CL:0005006	ionocyte	ENSG00000213160	KLHL23	1	5	20	1
CL:0005006	ionocyte	ENSG00000111057	KRT18	1	5	20	4
CL:0005006	ionocyte	ENSG00000135480	KRT7	1	5	20	6
CL:0005006	ionocyte	ENSG00000170421	KRT8	1	5	20	5
CL:0005006	ionocyte	ENSG00000167767	KRT80	1	5	20	1
CL:0005006	ionocyte	ENSG00000213626	LBH	1	5	20	1
CL:0005006	ionocyte	ENSG00000138795	LEF1	1	5	20	5
CL:0005006	ionocyte	ENSG00000205213	LGR4	1	5	20	2
CL:0005006	ionocyte	ENSG00000050405	LIMA1	1	5	20	1
CL:0005006	ionocyte	NA	LINC01187	1	5	20	1
CL:0005006	ionocyte	ENSG00000116212	LRRC42	1	5	20	1
CL:0005006	ionocyte	ENSG00000119681	LTBP2	1	5	20	1
CL:0005006	ionocyte	ENSG00000178573	MAF	1	5	20	4
CL:0005006	ionocyte	ENSG00000112893	MAN2A1	1	5	20	1
CL:0005006	ionocyte	ENSG00000189221	MAOA	1	5	20	1
CL:0005006	ionocyte	ENSG00000172366	MCRIP2	1	5	20	1
CL:0005006	ionocyte	ENSG00000116604	MEF2D	1	5	20	1
CL:0005006	ionocyte	ENSG00000106780	MEGF9	1	5	20	1
CL:0005006	ionocyte	ENSG00000010165	METTL13	1	5	20	1
CL:0005006	ionocyte	ENSG00000152127	MGAT5	1	5	20	1
CL:0005006	ionocyte	ENSG00000100335	MIEF1	1	5	20	1
CL:0005006	ionocyte	ENSG00000060762	MPC1	1	5	20	1
CL:0005006	ionocyte	ENSG00000178988	MRFAP1L1	1	5	20	1
CL:0005006	ionocyte	ENSG00000130312	MRPL34	1	5	20	1
CL:0005006	ionocyte	ENSG00000125901	MRPS26	1	5	20	1
CL:0005006	ionocyte	ENSG00000120254	MTHFD1L	1	5	20	1
CL:0005006	ionocyte	ENSG00000196586	MYO6	1	5	20	1
CL:0005006	ionocyte	ENSG00000104490	NCALD	1	5	20	1
CL:0005006	ionocyte	ENSG00000176771	NCKAP5	1	5	20	1
CL:0005006	ionocyte	ENSG00000070614	NDST1	1	5	20	1
CL:0005006	ionocyte	ENSG00000189043	NDUFA4	1	5	20	1
CL:0005006	ionocyte	ENSG00000049759	NEDD4L	1	5	20	1
CL:0005006	ionocyte	ENSG00000107954	NEURL1	1	5	20	1
CL:0005006	ionocyte	ENSG00000064300	NGFR	1	5	20	4
CL:0005006	ionocyte	ENSG00000146729	NIPSNAP2	1	5	20	1
CL:0005006	ionocyte	ENSG00000175352	NRIP3	1	5	20	1
CL:0005006	ionocyte	ENSG00000125458	NT5C	1	5	20	1
CL:0005006	ionocyte	ENSG00000111696	NT5DC3	1	5	20	1
CL:0005006	ionocyte	ENSG00000168101	NUDT16L1	1	5	20	1
CL:0005006	ionocyte	ENSG00000141447	OSBPL1A	1	5	20	1
CL:0005006	ionocyte	ENSG00000157654	PALM2AKAP2	1	5	20	1
CL:0005006	ionocyte	ENSG00000090097	PCBP4	1	5	20	1
CL:0005006	ionocyte	ENSG00000154678	PDE1C	1	5	20	1
CL:0005006	ionocyte	ENSG00000067992	PDK3	1	5	20	1
CL:0005006	ionocyte	ENSG00000040633	PHF23	1	5	20	1
CL:0005006	ionocyte	ENSG00000143393	PI4KB	1	5	20	1
CL:0005006	ionocyte	ENSG00000135549	PKIB	1	5	20	1
CL:0005006	ionocyte	ENSG00000101333	PLCB4	1	5	20	1
CL:0005006	ionocyte	ENSG00000197943	PLCG2	1	5	20	3
CL:0005006	ionocyte	ENSG00000175895	PLEKHF2	1	5	20	1
CL:0005006	ionocyte	ENSG00000126822	PLEKHG3	1	5	20	2
CL:0005006	ionocyte	ENSG00000120594	PLXDC2	1	5	20	1
CL:0005006	ionocyte	ENSG00000133110	POSTN	1	5	20	1
CL:0005006	ionocyte	ENSG00000109819	PPARGC1A	1	5	20	1
CL:0005006	ionocyte	ENSG00000077157	PPP1R12B	1	5	20	1
CL:0005006	ionocyte	ENSG00000146112	PPP1R18	1	5	20	2
CL:0005006	ionocyte	ENSG00000113575	PPP2CA	1	5	20	1
CL:0005006	ionocyte	ENSG00000073711	PPP2R3A	1	5	20	1
CL:0005006	ionocyte	ENSG00000110851	PRDM4	1	5	20	1
CL:0005006	ionocyte	ENSG00000106617	PRKAG2	1	5	20	1
CL:0005006	ionocyte	ENSG00000134748	PRPF38A	1	5	20	1
CL:0005006	ionocyte	ENSG00000156011	PSD3	1	5	20	1
CL:0005006	ionocyte	ENSG00000143801	PSEN2	1	5	20	1
CL:0005006	ionocyte	ENSG00000169403	PTAFR	1	5	20	2
CL:0005006	ionocyte	ENSG00000134247	PTGFRN	1	5	20	1
CL:0005006	ionocyte	ENSG00000169398	PTK2	1	5	20	1
CL:0005006	ionocyte	ENSG00000130508	PXDN	1	5	20	1
CL:0005006	ionocyte	ENSG00000100994	PYGB	1	5	20	1
CL:0005006	ionocyte	ENSG00000163348	PYGO2	1	5	20	1
CL:0005006	ionocyte	ENSG00000116260	QSOX1	1	5	20	1
CL:0005006	ionocyte	ENSG00000172794	RAB37	1	5	20	1
CL:0005006	ionocyte	ENSG00000108384	RAD51C	1	5	20	1
CL:0005006	ionocyte	ENSG00000006451	RALA	1	5	20	1
CL:0005006	ionocyte	ENSG00000106538	RARRES2	1	5	20	3
CL:0005006	ionocyte	ENSG00000213516	RBMXL1	1	5	20	1
CL:0005006	ionocyte	ENSG00000172348	RCAN2	1	5	20	1
CL:0005006	ionocyte	ENSG00000004700	RECQL	1	5	20	1
CL:0005006	ionocyte	ENSG00000214022	REPIN1	1	5	20	1
CL:0005006	ionocyte	ENSG00000134533	RERG	1	5	20	1
CL:0005006	ionocyte	ENSG00000165731	RET	1	5	20	1
CL:0005006	ionocyte	ENSG00000135002	RFK	1	5	20	1
CL:0005006	ionocyte	ENSG00000182175	RGMA	1	5	20	1
CL:0005006	ionocyte	ENSG00000170633	RNF34	1	5	20	1
CL:0005006	ionocyte	ENSG00000136643	RPS6KC1	1	5	20	1
CL:0005006	ionocyte	ENSG00000048392	RRM2B	1	5	20	1
CL:0005006	ionocyte	ENSG00000188636	RTL6	1	5	20	1
CL:0005006	ionocyte	ENSG00000203950	RTL8A	1	5	20	1
CL:0005006	ionocyte	ENSG00000151748	SAV1	1	5	20	1
CL:0005006	ionocyte	ENSG00000109929	SC5D	1	5	20	1
CL:0005006	ionocyte	ENSG00000138760	SCARB2	1	5	20	1
CL:0005006	ionocyte	ENSG00000171951	SCG2	1	5	20	2
CL:0005006	ionocyte	ENSG00000168447	SCNN1B	1	5	20	1
CL:0005006	ionocyte	ENSG00000169439	SDC2	1	5	20	1
CL:0005006	ionocyte	ENSG00000166562	SEC11C	1	5	20	2
CL:0005006	ionocyte	ENSG00000101310	SEC23B	1	5	20	1
CL:0005006	ionocyte	ENSG00000075223	SEMA3C	1	5	20	1
CL:0005006	ionocyte	NA	SERTAD4-AS1	1	5	20	1
CL:0005006	ionocyte	ENSG00000097033	SH3GLB1	1	5	20	1
CL:0005006	ionocyte	ENSG00000180730	SHISA2	1	5	20	1
CL:0005006	ionocyte	ENSG00000187164	SHTN1	1	5	20	2
CL:0005006	ionocyte	ENSG00000068903	SIRT2	1	5	20	1
CL:0005006	ionocyte	ENSG00000064651	SLC12A2	1	5	20	1
CL:0005006	ionocyte	ENSG00000141469	SLC14A1	1	5	20	1
CL:0005006	ionocyte	ENSG00000125648	SLC25A23	1	5	20	1
CL:0005006	ionocyte	ENSG00000112759	SLC29A1	1	5	20	1
CL:0005006	ionocyte	ENSG00000146411	SLC2A12	1	5	20	1
CL:0005006	ionocyte	ENSG00000183780	SLC35F3	1	5	20	1
CL:0005006	ionocyte	ENSG00000065923	SLC9A7	1	5	20	1
CL:0005006	ionocyte	ENSG00000112305	SMAP1	1	5	20	1
CL:0005006	ionocyte	ENSG00000099956	SMARCB1	1	5	20	1
CL:0005006	ionocyte	ENSG00000198732	SMOC1	1	5	20	1
CL:0005006	ionocyte	ENSG00000172164	SNTB1	1	5	20	1
CL:0005006	ionocyte	ENSG00000135899	SP110	1	5	20	2
CL:0005006	ionocyte	ENSG00000149418	ST14	1	5	20	1
CL:0005006	ionocyte	ENSG00000141750	STAC2	1	5	20	1
CL:0005006	ionocyte	ENSG00000035720	STAP1	1	5	20	1
CL:0005006	ionocyte	ENSG00000163541	SUCLG1	1	5	20	1
CL:0005006	ionocyte	ENSG00000198203	SULT1C2	1	5	20	1
CL:0005006	ionocyte	ENSG00000197321	SVIL	1	5	20	1
CL:0005006	ionocyte	ENSG00000011347	SYT7	1	5	20	1
CL:0005006	ionocyte	ENSG00000065882	TBC1D1	1	5	20	1
CL:0005006	ionocyte	ENSG00000132405	TBC1D14	1	5	20	1
CL:0005006	ionocyte	ENSG00000167202	TBC1D2B	1	5	20	1
CL:0005006	ionocyte	ENSG00000136111	TBC1D4	1	5	20	1
CL:0005006	ionocyte	ENSG00000109436	TBC1D9	1	5	20	1
CL:0005006	ionocyte	ENSG00000115112	TFCP2L1	1	5	20	2
CL:0005006	ionocyte	ENSG00000114354	TFG	1	5	20	1
CL:0005006	ionocyte	ENSG00000003436	TFPI	1	5	20	2
CL:0005006	ionocyte	ENSG00000119699	TGFB3	1	5	20	1
CL:0005006	ionocyte	ENSG00000163513	TGFBR2	1	5	20	1
CL:0005006	ionocyte	ENSG00000137801	THBS1	1	5	20	1
CL:0005006	ionocyte	ENSG00000130748	TMEM160	1	5	20	1
CL:0005006	ionocyte	ENSG00000171729	TMEM51	1	5	20	1
CL:0005006	ionocyte	ENSG00000143001	TMEM61	1	5	20	1
CL:0005006	ionocyte	ENSG00000087128	TMPRSS11E	1	5	20	1
CL:0005006	ionocyte	ENSG00000137747	TMPRSS13	1	5	20	1
CL:0005006	ionocyte	ENSG00000205542	TMSB4X	1	5	20	1
CL:0005006	ionocyte	ENSG00000139324	TMTC3	1	5	20	1
CL:0005006	ionocyte	ENSG00000164897	TMUB1	1	5	20	1
CL:0005006	ionocyte	ENSG00000076554	TPD52	1	5	20	1
CL:0005006	ionocyte	ENSG00000140416	TPM1	1	5	20	1
CL:0005006	ionocyte	ENSG00000132481	TRIM47	1	5	20	1
CL:0005006	ionocyte	ENSG00000171206	TRIM8	1	5	20	1
CL:0005006	ionocyte	ENSG00000108219	TSPAN14	1	5	20	2
CL:0005006	ionocyte	ENSG00000128791	TWSG1	1	5	20	1
CL:0005006	ionocyte	NA	UBE2MP1	1	5	20	1
CL:0005006	ionocyte	ENSG00000215114	UBXN2B	1	5	20	1
CL:0005006	ionocyte	NA	UHRF1BP1L	1	5	20	1
CL:0005006	ionocyte	ENSG00000237512	UNC5B-AS1	1	5	20	1
CL:0005006	ionocyte	ENSG00000105698	USF2	1	5	20	1
CL:0005006	ionocyte	ENSG00000145390	USP53	1	5	20	1
CL:0005006	ionocyte	ENSG00000111962	UST	1	5	20	1
CL:0005006	ionocyte	ENSG00000155959	VBP1	1	5	20	1
CL:0005006	ionocyte	ENSG00000173511	VEGFB	1	5	20	1
CL:0005006	ionocyte	ENSG00000144560	VGLL4	1	5	20	1
CL:0005006	ionocyte	ENSG00000004766	VPS50	1	5	20	1
CL:0005006	ionocyte	ENSG00000071127	WDR1	1	5	20	1
CL:0005006	ionocyte	ENSG00000116729	WLS	1	5	20	1
CL:0005006	ionocyte	ENSG00000083896	YTHDC1	1	5	20	1
CL:0005006	ionocyte	ENSG00000163812	ZDHHC3	1	5	20	1
CL:0005006	ionocyte	ENSG00000119725	ZNF410	1	5	20	1
CL:0005006	ionocyte	ENSG00000196268	ZNF493	1	5	20	1
CL:0005006	ionocyte	ENSG00000164684	ZNF704	1	5	20	1
CL:0000082	epithelial cell of lung	ENSG00000167972	ABCA3	1	1	100	2
CL:0000082	epithelial cell of lung	ENSG00000153395	LPCAT1	1	1	100	3
CL:0000082	epithelial cell of lung	ENSG00000185499	MUC1	1	1	100	4
CL:0000082	epithelial cell of lung	ENSG00000131400	NAPSA	1	1	100	1
CL:0000082	epithelial cell of lung	ENSG00000168878	SFTPB	1	1	100	2
CL:0000082	epithelial cell of lung	ENSG00000168484	SFTPC	1	1	100	3
CL:0000082	epithelial cell of lung	ENSG00000157765	SLC34A2	1	1	100	2
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000078081	LAMP3	2	3	66.67	2
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000185499	MUC1	2	3	66.67	4
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000167972	ABCA3	1	3	33.33	2
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000204305	AGER	1	3	33.33	2
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000119888	EPCAM	1	3	33.33	7
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000164161	HHIP	1	3	33.33	1
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000122852	SFTPA1	1	3	33.33	1
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000168878	SFTPB	1	3	33.33	2
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000168484	SFTPC	1	3	33.33	3
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000133661	SFTPD	1	3	33.33	1
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000157765	SLC34A2	1	3	33.33	2
CL:0002063	pulmonary alveolar type 2 cell	ENSG00000124107	SLPI	1	3	33.33	3
CL:0000067	ciliated epithelial cell	ENSG00000124608	AARS2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000179869	ABCA13	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000135776	ABCB10	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000105963	ADAP1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000118492	ADGB	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000123146	ADGRE5	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000165923	AGBL2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000084693	AGBL5	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000165695	AK8	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000155085	AK9	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000186471	AKAP14	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000161618	ALDH16A1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000165092	ALDH1A1	1	2	50	3
CL:0000067	ciliated epithelial cell	ENSG00000006534	ALDH3B1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000116127	ALMS1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000144504	ANKMY1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000180071	ANKRD18A	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000100124	ANKRD54	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000230062	ANKRD66	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000206199	ANKUB1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000070718	AP3M2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000163697	APBB2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000154856	APCDD1	1	2	50	2
CL:0000067	ciliated epithelial cell	ENSG00000138613	APH1B	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000146376	ARHGAP18	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000147799	ARHGAP39	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000132694	ARHGEF11	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000236699	ARHGEF38	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000169379	ARL13B	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000118690	ARMC2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000165309	ARMC3	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000203993	ARRDC1-AS1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000110881	ASIC1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000148219	ASTN2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000137343	ATAT1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000064270	ATP2C2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000105929	ATP6V0A4	1	2	50	2
CL:0000067	ciliated epithelial cell	ENSG00000143882	ATP6V1C2	1	2	50	2
CL:0000067	ciliated epithelial cell	ENSG00000204842	ATXN2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000108641	B9D1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000007516	BAIAP3	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000176788	BASP1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000174483	BBS1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000163093	BBS5	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000141376	BCAS3	1	2	50	1
CL:0000067	ciliated epithelial cell	NA	BHLHB9	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000125999	BPIFB1	1	2	50	2
CL:0000067	ciliated epithelial cell	ENSG00000174808	BTC	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000176029	C11orf16	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000174456	C12orf76	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000166455	C16orf46	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000162598	C1orf87	1	2	50	1
CL:0000067	ciliated epithelial cell	NA	C20orf85	1	2	50	2
CL:0000067	ciliated epithelial cell	ENSG00000196476	C20orf96	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000172375	C2CD2L	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000284308	C2orf81	1	2	50	1
CL:0000067	ciliated epithelial cell	NA	C4orf47	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000197405	C5AR1	1	2	50	2
CL:0000067	ciliated epithelial cell	NA	C5orf49	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000112539	C6orf118	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000164746	C7orf57	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000165084	C8orf34	1	2	50	1
CL:0000067	ciliated epithelial cell	NA	C9orf24	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000183346	CABCOCO1	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000130433	CACNG6	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000180881	CAPS2	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000152611	CAPSL	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000167131	CCDC103	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000244607	CCDC13	1	2	50	1
CL:0000067	ciliated epithelial cell	ENSG00000153237	CCDC148	1	2	50	1
